x y
0.24583333333333332 1.0416666666666667
0.37916666666666665 0.5083333333333333
0.4458333333333333 0.24166666666666667
0.4791666666666667 0.1125
0.49166666666666664 0.05416666666666667
0.5 0.025
0.5 0.020833333333333332
x y
0.7625 1.0416666666666667
0.6291666666666667 0.5083333333333333
0.5625 0.24166666666666667
0.5291666666666667 0.1125
0.5166666666666666 0.05416666666666667
0.5083333333333333 0.025
0.5083333333333333 0.020833333333333332
x y p
0.5 0.9041666666666667 0.00011781614527326852
0.5 0.20833333333333334 1.166373881032189e-10
0.5 0.04583333333333333 1.5232277835639923e-16
0.5 0.008333333333333333 9.100882566409902e-21
x y p
0.5 1.8 -0.08515844686855138
0.5 0.44166666666666665 -1.3046744804555336e-07
0.5 0.09583333333333333 -1.1325395350463311e-13
0.5 0.020833333333333332 -7.469274232547561e-19
