x y
0.5 0.009765625
0.498046875 0.017578125
0.498046875 0.021484375
0.494140625 0.03515625
0.466796875 0.146484375
0.443359375 0.23828125
0.376953125 0.501953125
0.2421875 1.04296875
x y
0.50390625 0.009765625
0.505859375 0.017578125
0.505859375 0.021484375
0.5078125 0.029296875
0.5390625 0.150390625
0.560546875 0.23828125
0.626953125 0.501953125
0.76171875 1.04296875
x y p
0.5 0.001953125 5.23728008159708e-19
0.5 0.01171875 2.5857007560439714e-16
0.5 0.025390625 7.169330972288727e-16
0.5 0.20703125 5.612167893525207e-11
0.5 0.904296875 0.00011950392494277875
x y p
0.5 0.00390625 -2.9622229785454893e-18
0.5 0.017578125 -7.791652080161929e-17
0.5 0.134765625 -1.252019049381268e-12
0.5 0.43359375 -1.075760727682226e-07
0.5 1.802734375 -0.08515074688134819
